cartwheel_left
120
####
-0.1755459,-0.4249551,2.712543
-0.1750281,-0.1337205,2.703753
-0.1741018,0.1518804,2.682141
-0.1823747,0.3013729,2.65889
-0.3347946,0.04553569,2.636342
-0.3269641,-0.1752154,2.538081
-0.2669232,0.05248999,2.521262
-0.2649449,0.09906393,2.531695
-0.03265335,0.04884591,2.634998
0.02398571,-0.1765127,2.578484
-0.06234591,0.115219,2.542516
-0.0786373,0.1242468,2.570875
-0.247513,-0.42007,2.674383
-0.2616773,-0.7029665,2.721688
-0.2434749,-1.108137,2.821561
-0.2415023,-1.143234,2.712066
-0.09925728,-0.419088,2.682279
-0.09928134,-0.7347229,2.761292
-0.125426,-1.106304,2.849415
-0.1351119,-1.193668,2.788039
-0.1744674,0.08131279,2.689825
####
-0.1756649,-0.4248387,2.711855
-0.1754143,-0.1335777,2.703074
-0.1747914,0.1519294,2.681436
-0.1831033,0.3015359,2.658896
-0.3350031,0.045051,2.635332
-0.3274864,-0.1755319,2.536639
-0.2675972,0.05243172,2.520585
-0.2668505,0.1009535,2.530519
-0.03308617,0.04890385,2.634474
0.02432543,-0.1756874,2.574968
-0.06525328,0.1238217,2.540827
-0.08745471,0.1424804,2.570242
-0.2476382,-0.4199849,2.673967
-0.2622033,-0.7027637,2.721151
-0.2437707,-1.106341,2.821419
-0.2416616,-1.141456,2.711918
-0.09933914,-0.4189389,2.681239
-0.09898372,-0.7387307,2.762875
-0.1250297,-1.10386,2.84893
-0.1348585,-1.192172,2.78957
-0.1750731,0.08138838,2.689129
####
-0.1758973,-0.4244586,2.710032
-0.1759328,-0.1332343,2.701081
-0.1755254,0.1521799,2.679188
-0.18393,0.3019593,2.658448
-0.3327582,0.04608789,2.630243
-0.3293662,-0.1753782,2.533692
-0.2683644,0.0524186,2.518974
-0.2677548,0.1016782,2.531472
-0.03385083,0.04923651,2.633349
0.02466889,-0.17393,2.568309
-0.06248255,0.1046673,2.537371
-0.06902697,0.1083336,2.567336
-0.2478594,-0.4195888,2.672983
-0.2628146,-0.702073,2.720041
-0.243286,-1.109428,2.821535
-0.2400228,-1.144524,2.712052
-0.09952105,-0.418622,2.678398
-0.1010071,-0.7375612,2.762033
-0.1257731,-1.108436,2.850854
-0.1350525,-1.194791,2.788296
-0.1757557,0.08166562,2.686956
####
-0.1756466,-0.4240346,2.708466
-0.1764504,-0.1326627,2.698972
-0.1770356,0.1528715,2.676289
-0.1839175,0.3024728,2.656018
-0.3332903,0.04665272,2.627856
-0.3271167,-0.1701092,2.520142
-0.2671067,0.05745881,2.515719
-0.2685467,0.1058145,2.529541
-0.03426728,0.04953811,2.631569
0.02776422,-0.1711501,2.560182
-0.05976002,0.1177512,2.536224
-0.06071782,0.105613,2.56713
-0.2474908,-0.419105,2.671378
-0.2627793,-0.7010396,2.718788
-0.2431294,-1.109665,2.821785
-0.2396886,-1.144785,2.712318
-0.09934869,-0.4183217,2.676734
-0.09745335,-0.7301944,2.758675
-0.1258513,-1.114945,2.852689
-0.133848,-1.195845,2.786077
-0.1769938,0.08231492,2.684266
####
-0.1756064,-0.4243417,2.708591
-0.1760242,-0.1327575,2.69839
-0.175209,0.1529963,2.674311
-0.1837836,0.3026777,2.654363
-0.3337637,0.04534455,2.628001
-0.3184091,-0.1627434,2.504255
-0.2576204,0.06415649,2.486574
-0.2571245,0.115595,2.485075
-0.03572393,0.04812108,2.630898
0.03983619,-0.1663709,2.554229
-0.03997455,0.1050391,2.531045
-0.04558314,0.112401,2.553528
-0.2476171,-0.4196221,2.670361
-0.2630737,-0.7007321,2.718998
-0.2435123,-1.108701,2.821529
-0.2402975,-1.143873,2.712084
-0.09903664,-0.4188186,2.679177
-0.09405542,-0.7145474,2.752026
-0.1251209,-1.110994,2.850915
-0.1333808,-1.194824,2.785893
-0.1756295,0.08233777,2.682721
####
-0.1758945,-0.4248018,2.709162
-0.1759285,-0.1328937,2.69824
-0.174348,0.1532034,2.673161
-0.1837167,0.302716,2.653627
-0.335445,0.04529217,2.630196
-0.311801,-0.1567048,2.497419
-0.2448873,0.06397545,2.455835
-0.2417356,0.1101805,2.447943
-0.03668464,0.04824287,2.634549
0.04865696,-0.1613812,2.554868
-0.009887125,0.09118827,2.512638
-0.0245033,0.1162175,2.519221
-0.2480166,-0.4201795,2.669686
-0.2635539,-0.7005028,2.719647
